Flight_Number,Departure_Time,Arrival_Time,Status,Travel_Class,Price,Departure_Airport_id,Arrival_Airport_id
AD7952B,2026-04-15 06:00:00,2026-04-15 06:59:00,Scheduled,Business,127.5,21,7
AD7952F,2026-04-15 06:00:00,2026-04-15 06:59:00,Scheduled,First Class,204.0,21,7
AD3379E,2026-04-22 06:00:00,2026-04-22 06:59:00,Scheduled,Economy,128.0,21,7
AD3379B,2026-04-22 06:00:00,2026-04-22 06:59:00,Scheduled,Business,320.0,21,7
AD3379F,2026-04-22 06:00:00,2026-04-22 06:59:00,Scheduled,First Class,512.0,21,7
AD1360E,2026-04-29 06:00:00,2026-04-29 06:59:00,Scheduled,Economy,212.0,21,7
AD1360B,2026-04-29 06:00:00,2026-04-29 06:59:00,Scheduled,Business,530.0,21,7
AD1360F,2026-04-29 06:00:00,2026-04-29 06:59:00,Scheduled,First Class,848.0,21,7
AD4144E,2026-05-06 06:00:00,2026-05-06 06:59:00,Scheduled,Economy,257.0,21,7
AD4144B,2026-05-06 06:00:00,2026-05-06 06:59:00,Scheduled,Business,642.5,21,7
AD4144F,2026-05-06 06:00:00,2026-05-06 06:59:00,Scheduled,First Class,1028.0,21,7
AD9661E,2026-05-13 06:00:00,2026-05-13 06:59:00,Scheduled,Economy,296.0,21,7
AD9661B,2026-05-13 06:00:00,2026-05-13 06:59:00,Scheduled,Business,740.0,21,7
AD9661F,2026-05-13 06:00:00,2026-05-13 06:59:00,Scheduled,First Class,1184.0,21,7
AD8418E,2026-05-20 06:00:00,2026-05-20 06:59:00,Scheduled,Economy,68.0,21,7
AD8418B,2026-05-20 06:00:00,2026-05-20 06:59:00,Scheduled,Business,170.0,21,7
AD8418F,2026-05-20 06:00:00,2026-05-20 06:59:00,Scheduled,First Class,272.0,21,7
AD5755E,2026-05-27 06:00:00,2026-05-27 06:59:00,Scheduled,Economy,186.0,21,7
AD5755B,2026-05-27 06:00:00,2026-05-27 06:59:00,Scheduled,Business,465.0,21,7
AD5755F,2026-05-27 06:00:00,2026-05-27 06:59:00,Scheduled,First Class,744.0,21,7
AD2049E,2026-06-03 06:00:00,2026-06-03 06:59:00,Scheduled,Economy,89.0,21,7
AD2049B,2026-06-03 06:00:00,2026-06-03 06:59:00,Scheduled,Business,222.5,21,7
AD2049F,2026-06-03 06:00:00,2026-06-03 06:59:00,Scheduled,First Class,356.0,21,7
AD3409E,2026-06-10 06:00:00,2026-06-10 06:59:00,Scheduled,Economy,142.0,21,7
AD3409B,2026-06-10 06:00:00,2026-06-10 06:59:00,Scheduled,Business,355.0,21,7
AD3409F,2026-06-10 06:00:00,2026-06-10 06:59:00,Scheduled,First Class,568.0,21,7
AD6597E,2026-06-17 06:00:00,2026-06-17 06:59:00,Scheduled,Economy,178.0,21,7
AD6597B,2026-06-17 06:00:00,2026-06-17 06:59:00,Scheduled,Business,445.0,21,7
AD6597F,2026-06-17 06:00:00,2026-06-17 06:59:00,Scheduled,First Class,712.0,21,7
AD6857E,2026-03-24 06:00:00,2026-03-24 07:09:00,Scheduled,Economy,211.0,2,26
AD6857B,2026-03-24 06:00:00,2026-03-24 07:09:00,Scheduled,Business,527.5,2,26
AD6857F,2026-03-24 06:00:00,2026-03-24 07:09:00,Scheduled,First Class,844.0,2,26
AD2780E,2026-03-31 06:00:00,2026-03-31 07:09:00,Scheduled,Economy,88.0,2,26
AD2780B,2026-03-31 06:00:00,2026-03-31 07:09:00,Scheduled,Business,220.0,2,26
AD2780F,2026-03-31 06:00:00,2026-03-31 07:09:00,Scheduled,First Class,352.0,2,26
AD2926E,2026-04-07 06:00:00,2026-04-07 07:09:00,Scheduled,Economy,288.0,2,26
AD2926B,2026-04-07 06:00:00,2026-04-07 07:09:00,Scheduled,Business,720.0,2,26
AD2926F,2026-04-07 06:00:00,2026-04-07 07:09:00,Scheduled,First Class,1152.0,2,26
AD9770E,2026-04-14 06:00:00,2026-04-14 07:09:00,Scheduled,Economy,213.0,2,26
AD9770B,2026-04-14 06:00:00,2026-04-14 07:09:00,Scheduled,Business,532.5,2,26
AD9770F,2026-04-14 06:00:00,2026-04-14 07:09:00,Scheduled,First Class,852.0,2,26
AD5712E,2026-04-21 06:00:00,2026-04-21 07:09:00,Scheduled,Economy,81.0,2,26
AD5712B,2026-04-21 06:00:00,2026-04-21 07:09:00,Scheduled,Business,202.5,2,26
AD5712F,2026-04-21 06:00:00,2026-04-21 07:09:00,Scheduled,First Class,324.0,2,26
AD5293E,2026-04-28 06:00:00,2026-04-28 07:09:00,Scheduled,Economy,251.0,2,26
AD5293B,2026-04-28 06:00:00,2026-04-28 07:09:00,Scheduled,Business,627.5,2,26
AD5293F,2026-04-28 06:00:00,2026-04-28 07:09:00,Scheduled,First Class,1004.0,2,26
AD3166E,2026-05-05 06:00:00,2026-05-05 07:09:00,Scheduled,Economy,143.0,2,26
AD3166B,2026-05-05 06:00:00,2026-05-05 07:09:00,Scheduled,Business,357.5,2,26
AD3166F,2026-05-05 06:00:00,2026-05-05 07:09:00,Scheduled,First Class,572.0,2,26
AD6073E,2026-05-12 06:00:00,2026-05-12 07:09:00,Scheduled,Economy,279.0,2,26
AD6073B,2026-05-12 06:00:00,2026-05-12 07:09:00,Scheduled,Business,697.5,2,26
AD6073F,2026-05-12 06:00:00,2026-05-12 07:09:00,Scheduled,First Class,1116.0,2,26
AD7537E,2026-05-19 06:00:00,2026-05-19 07:09:00,Scheduled,Economy,207.0,2,26
AD7537B,2026-05-19 06:00:00,2026-05-19 07:09:00,Scheduled,Business,517.5,2,26
AD7537F,2026-05-19 06:00:00,2026-05-19 07:09:00,Scheduled,First Class,828.0,2,26
AD3467E,2026-05-26 06:00:00,2026-05-26 07:09:00,Scheduled,Economy,124.0,2,26
AD3467B,2026-05-26 06:00:00,2026-05-26 07:09:00,Scheduled,Business,310.0,2,26
AD3467F,2026-05-26 06:00:00,2026-05-26 07:09:00,Scheduled,First Class,496.0,2,26
AD9926E,2026-06-02 06:00:00,2026-06-02 07:09:00,Scheduled,Economy,108.0,2,26
AD9926B,2026-06-02 06:00:00,2026-06-02 07:09:00,Scheduled,Business,270.0,2,26
AD9926F,2026-06-02 06:00:00,2026-06-02 07:09:00,Scheduled,First Class,432.0,2,26
AD8693E,2026-06-09 06:00:00,2026-06-09 07:09:00,Scheduled,Economy,269.0,2,26
AD8693B,2026-06-09 06:00:00,2026-06-09 07:09:00,Scheduled,Business,672.5,2,26
AD8693F,2026-06-09 06:00:00,2026-06-09 07:09:00,Scheduled,First Class,1076.0,2,26
AD2401E,2026-06-16 06:00:00,2026-06-16 07:09:00,Scheduled,Economy,254.0,2,26
AD2401B,2026-06-16 06:00:00,2026-06-16 07:09:00,Scheduled,Business,635.0,2,26
AD2401F,2026-06-16 06:00:00,2026-06-16 07:09:00,Scheduled,First Class,1016.0,2,26
AD9276E,2026-03-24 06:00:00,2026-03-24 06:56:00,Scheduled,Economy,91.0,18,29
AD9276B,2026-03-24 06:00:00,2026-03-24 06:56:00,Scheduled,Business,227.5,18,29
AD9276F,2026-03-24 06:00:00,2026-03-24 06:56:00,Scheduled,First Class,364.0,18,29
AD3422E,2026-03-31 06:00:00,2026-03-31 06:56:00,Scheduled,Economy,216.0,18,29
AD3422B,2026-03-31 06:00:00,2026-03-31 06:56:00,Scheduled,Business,540.0,18,29
AD3422F,2026-03-31 06:00:00,2026-03-31 06:56:00,Scheduled,First Class,864.0,18,29
AD3407E,2026-04-07 06:00:00,2026-04-07 06:56:00,Scheduled,Economy,238.0,18,29
AD3407B,2026-04-07 06:00:00,2026-04-07 06:56:00,Scheduled,Business,595.0,18,29
AD3407F,2026-04-07 06:00:00,2026-04-07 06:56:00,Scheduled,First Class,952.0,18,29
AD4155E,2026-04-14 06:00:00,2026-04-14 06:56:00,Scheduled,Economy,74.0,18,29
AD4155B,2026-04-14 06:00:00,2026-04-14 06:56:00,Scheduled,Business,185.0,18,29
AD4155F,2026-04-14 06:00:00,2026-04-14 06:56:00,Scheduled,First Class,296.0,18,29
AD9980E,2026-04-21 06:00:00,2026-04-21 06:56:00,Scheduled,Economy,114.0,18,29
AD9980B,2026-04-21 06:00:00,2026-04-21 06:56:00,Scheduled,Business,285.0,18,29
AD9980F,2026-04-21 06:00:00,2026-04-21 06:56:00,Scheduled,First Class,456.0,18,29
AD8131E,2026-04-28 06:00:00,2026-04-28 06:56:00,Scheduled,Economy,282.0,18,29
AD8131B,2026-04-28 06:00:00,2026-04-28 06:56:00,Scheduled,Business,705.0,18,29
AD8131F,2026-04-28 06:00:00,2026-04-28 06:56:00,Scheduled,First Class,1128.0,18,29
AD7813E,2026-05-05 06:00:00,2026-05-05 06:56:00,Scheduled,Economy,139.0,18,29
AD7813B,2026-05-05 06:00:00,2026-05-05 06:56:00,Scheduled,Business,347.5,18,29
AD7813F,2026-05-05 06:00:00,2026-05-05 06:56:00,Scheduled,First Class,556.0,18,29
AD8013E,2026-05-12 06:00:00,2026-05-12 06:56:00,Scheduled,Economy,298.0,18,29
AD8013B,2026-05-12 06:00:00,2026-05-12 06:56:00,Scheduled,Business,745.0,18,29
AD8013F,2026-05-12 06:00:00,2026-05-12 06:56:00,Scheduled,First Class,1192.0,18,29
AD8881E,2026-05-19 06:00:00,2026-05-19 06:56:00,Scheduled,Economy,283.0,18,29
AD8881B,2026-05-19 06:00:00,2026-05-19 06:56:00,Scheduled,Business,707.5,18,29
AD8881F,2026-05-19 06:00:00,2026-05-19 06:56:00,Scheduled,First Class,1132.0,18,29
AD8425E,2026-05-26 06:00:00,2026-05-26 06:56:00,Scheduled,Economy,261.0,18,29
AD8425B,2026-05-26 06:00:00,2026-05-26 06:56:00,Scheduled,Business,652.5,18,29
AD8425F,2026-05-26 06:00:00,2026-05-26 06:56:00,Scheduled,First Class,1044.0,18,29
AD3554E,2026-06-02 06:00:00,2026-06-02 06:56:00,Scheduled,Economy,193.0,18,29
AD3554B,2026-06-02 06:00:00,2026-06-02 06:56:00,Scheduled,Business,482.5,18,29
AD3554F,2026-06-02 06:00:00,2026-06-02 06:56:00,Scheduled,First Class,772.0,18,29
AD3880E,2026-06-09 06:00:00,2026-06-09 06:56:00,Scheduled,Economy,224.0,18,29
AD3880B,2026-06-09 06:00:00,2026-06-09 06:56:00,Scheduled,Business,560.0,18,29
AD3880F,2026-06-09 06:00:00,2026-06-09 06:56:00,Scheduled,First Class,896.0,18,29
AD7292E,2026-06-16 06:00:00,2026-06-16 06:56:00,Scheduled,Economy,79.0,18,29
AD7292B,2026-06-16 06:00:00,2026-06-16 06:56:00,Scheduled,Business,197.5,18,29
AD7292F,2026-06-16 06:00:00,2026-06-16 06:56:00,Scheduled,First Class,316.0,18,29
AD1914E,2026-03-21 06:15:00,2026-03-21 07:10:00,Scheduled,Economy,184.0,13,23
AD1914B,2026-03-21 06:15:00,2026-03-21 07:10:00,Scheduled,Business,460.0,13,23
AD1914F,2026-03-21 06:15:00,2026-03-21 07:10:00,Scheduled,First Class,736.0,13,23
AD9855E,2026-03-28 06:15:00,2026-03-28 07:10:00,Scheduled,Economy,93.0,13,23
AD9855B,2026-03-28 06:15:00,2026-03-28 07:10:00,Scheduled,Business,232.5,13,23
AD9855F,2026-03-28 06:15:00,2026-03-28 07:10:00,Scheduled,First Class,372.0,13,23
AD7282E,2026-04-04 06:15:00,2026-04-04 07:10:00,Scheduled,Economy,107.0,13,23
AD7282B,2026-04-04 06:15:00,2026-04-04 07:10:00,Scheduled,Business,267.5,13,23
AD7282F,2026-04-04 06:15:00,2026-04-04 07:10:00,Scheduled,First Class,428.0,13,23
AD2822E,2026-04-11 06:15:00,2026-04-11 07:10:00,Scheduled,Economy,109.0,13,23
AD2822B,2026-04-11 06:15:00,2026-04-11 07:10:00,Scheduled,Business,272.5,13,23
AD2822F,2026-04-11 06:15:00,2026-04-11 07:10:00,Scheduled,First Class,436.0,13,23
AD5862E,2026-04-18 06:15:00,2026-04-18 07:10:00,Scheduled,Economy,191.0,13,23
AD5862B,2026-04-18 06:15:00,2026-04-18 07:10:00,Scheduled,Business,477.5,13,23
AD5862F,2026-04-18 06:15:00,2026-04-18 07:10:00,Scheduled,First Class,764.0,13,23
AD1391E,2026-04-25 06:15:00,2026-04-25 07:10:00,Scheduled,Economy,126.0,13,23
AD1391B,2026-04-25 06:15:00,2026-04-25 07:10:00,Scheduled,Business,315.0,13,23
AD1391F,2026-04-25 06:15:00,2026-04-25 07:10:00,Scheduled,First Class,504.0,13,23
AD3833E,2026-05-02 06:15:00,2026-05-02 07:10:00,Scheduled,Economy,55.0,13,23
AD3833B,2026-05-02 06:15:00,2026-05-02 07:10:00,Scheduled,Business,137.5,13,23
AD3833F,2026-05-02 06:15:00,2026-05-02 07:10:00,Scheduled,First Class,220.0,13,23
AD8576E,2026-05-09 06:15:00,2026-05-09 07:10:00,Scheduled,Economy,81.0,13,23
AD8576B,2026-05-09 06:15:00,2026-05-09 07:10:00,Scheduled,Business,202.5,13,23
AD8576F,2026-05-09 06:15:00,2026-05-09 07:10:00,Scheduled,First Class,324.0,13,23
AD3635E,2026-05-16 06:15:00,2026-05-16 07:10:00,Scheduled,Economy,242.0,13,23
AD3635B,2026-05-16 06:15:00,2026-05-16 07:10:00,Scheduled,Business,605.0,13,23
AD3635F,2026-05-16 06:15:00,2026-05-16 07:10:00,Scheduled,First Class,968.0,13,23
AD9319E,2026-05-23 06:15:00,2026-05-23 07:10:00,Scheduled,Economy,97.0,13,23
AD9319B,2026-05-23 06:15:00,2026-05-23 07:10:00,Scheduled,Business,242.5,13,23
AD9319F,2026-05-23 06:15:00,2026-05-23 07:10:00,Scheduled,First Class,388.0,13,23
AD8955E,2026-05-30 06:15:00,2026-05-30 07:10:00,Scheduled,Economy,199.0,13,23
AD8955B,2026-05-30 06:15:00,2026-05-30 07:10:00,Scheduled,Business,497.5,13,23
AD8955F,2026-05-30 06:15:00,2026-05-30 07:10:00,Scheduled,First Class,796.0,13,23
AD7318E,2026-06-06 06:15:00,2026-06-06 07:10:00,Scheduled,Economy,184.0,13,23
AD7318B,2026-06-06 06:15:00,2026-06-06 07:10:00,Scheduled,Business,460.0,13,23
AD7318F,2026-06-06 06:15:00,2026-06-06 07:10:00,Scheduled,First Class,736.0,13,23
AD2657E,2026-06-13 06:15:00,2026-06-13 07:10:00,Scheduled,Economy,96.0,13,23
AD2657B,2026-06-13 06:15:00,2026-06-13 07:10:00,Scheduled,Business,240.0,13,23
AD2657F,2026-06-13 06:15:00,2026-06-13 07:10:00,Scheduled,First Class,384.0,13,23
AD8219E,2026-03-20 06:00:00,2026-03-20 07:13:00,Scheduled,Economy,271.0,37,9
AD8219B,2026-03-20 06:00:00,2026-03-20 07:13:00,Scheduled,Business,677.5,37,9
AD8219F,2026-03-20 06:00:00,2026-03-20 07:13:00,Scheduled,First Class,1084.0,37,9
AD4484E,2026-03-27 06:00:00,2026-03-27 07:13:00,Scheduled,Economy,216.0,37,9
AD4484B,2026-03-27 06:00:00,2026-03-27 07:13:00,Scheduled,Business,540.0,37,9
AD4484F,2026-03-27 06:00:00,2026-03-27 07:13:00,Scheduled,First Class,864.0,37,9
AD5108E,2026-04-03 06:00:00,2026-04-03 07:13:00,Scheduled,Economy,92.0,37,9
AD5108B,2026-04-03 06:00:00,2026-04-03 07:13:00,Scheduled,Business,230.0,37,9
AD5108F,2026-04-03 06:00:00,2026-04-03 07:13:00,Scheduled,First Class,368.0,37,9
AD8602E,2026-04-10 06:00:00,2026-04-10 07:13:00,Scheduled,Economy,57.0,37,9
AD8602B,2026-04-10 06:00:00,2026-04-10 07:13:00,Scheduled,Business,142.5,37,9
AD8602F,2026-04-10 06:00:00,2026-04-10 07:13:00,Scheduled,First Class,228.0,37,9
AD4448E,2026-04-17 06:00:00,2026-04-17 07:13:00,Scheduled,Economy,64.0,37,9
AD4448B,2026-04-17 06:00:00,2026-04-17 07:13:00,Scheduled,Business,160.0,37,9
AD4448F,2026-04-17 06:00:00,2026-04-17 07:13:00,Scheduled,First Class,256.0,37,9
AD8316E,2026-04-24 06:00:00,2026-04-24 07:13:00,Scheduled,Economy,222.0,37,9
AD8316B,2026-04-24 06:00:00,2026-04-24 07:13:00,Scheduled,Business,555.0,37,9
AD8316F,2026-04-24 06:00:00,2026-04-24 07:13:00,Scheduled,First Class,888.0,37,9
AD6154E,2026-05-01 06:00:00,2026-05-01 07:13:00,Scheduled,Economy,250.0,37,9
AD6154B,2026-05-01 06:00:00,2026-05-01 07:13:00,Scheduled,Business,625.0,37,9
AD6154F,2026-05-01 06:00:00,2026-05-01 07:13:00,Scheduled,First Class,1000.0,37,9
AD5213E,2026-05-08 06:00:00,2026-05-08 07:13:00,Scheduled,Economy,190.0,37,9
AD5213B,2026-05-08 06:00:00,2026-05-08 07:13:00,Scheduled,Business,475.0,37,9
AD5213F,2026-05-08 06:00:00,2026-05-08 07:13:00,Scheduled,First Class,760.0,37,9
AD5308E,2026-05-15 06:00:00,2026-05-15 07:13:00,Scheduled,Economy,197.0,37,9
AD5308B,2026-05-15 06:00:00,2026-05-15 07:13:00,Scheduled,Business,492.5,37,9
AD5308F,2026-05-15 06:00:00,2026-05-15 07:13:00,Scheduled,First Class,788.0,37,9
AD4698E,2026-05-22 06:00:00,2026-05-22 07:13:00,Scheduled,Economy,168.0,37,9
AD4698B,2026-05-22 06:00:00,2026-05-22 07:13:00,Scheduled,Business,420.0,37,9
AD4698F,2026-05-22 06:00:00,2026-05-22 07:13:00,Scheduled,First Class,672.0,37,9
AD8526E,2026-05-29 06:00:00,2026-05-29 07:13:00,Scheduled,Economy,195.0,37,9
AD8526B,2026-05-29 06:00:00,2026-05-29 07:13:00,Scheduled,Business,487.5,37,9
AD8526F,2026-05-29 06:00:00,2026-05-29 07:13:00,Scheduled,First Class,780.0,37,9
AD5695E,2026-06-05 06:00:00,2026-06-05 07:13:00,Scheduled,Economy,157.0,37,9
AD5695B,2026-06-05 06:00:00,2026-06-05 07:13:00,Scheduled,Business,392.5,37,9
AD5695F,2026-06-05 06:00:00,2026-06-05 07:13:00,Scheduled,First Class,628.0,37,9
AD7533E,2026-06-12 06:00:00,2026-06-12 07:13:00,Scheduled,Economy,222.0,37,9
AD7533B,2026-06-12 06:00:00,2026-06-12 07:13:00,Scheduled,Business,555.0,37,9
AD7533F,2026-06-12 06:00:00,2026-06-12 07:13:00,Scheduled,First Class,888.0,37,9
AD1446E,2026-06-19 06:00:00,2026-06-19 07:13:00,Scheduled,Economy,271.0,37,9
AD1446B,2026-06-19 06:00:00,2026-06-19 07:13:00,Scheduled,Business,677.5,37,9
AD1446F,2026-06-19 06:00:00,2026-06-19 07:13:00,Scheduled,First Class,1084.0,37,9
AD4061E,2026-03-20 06:00:00,2026-03-20 07:04:00,Scheduled,Economy,179.0,12,31
AD4061B,2026-03-20 06:00:00,2026-03-20 07:04:00,Scheduled,Business,447.5,12,31
AD4061F,2026-03-20 06:00:00,2026-03-20 07:04:00,Scheduled,First Class,716.0,12,31
AD5663E,2026-03-27 06:00:00,2026-03-27 07:04:00,Scheduled,Economy,105.0,12,31
AD5663B,2026-03-27 06:00:00,2026-03-27 07:04:00,Scheduled,Business,262.5,12,31
AD5663F,2026-03-27 06:00:00,2026-03-27 07:04:00,Scheduled,First Class,420.0,12,31
AD9455E,2026-04-03 06:00:00,2026-04-03 07:04:00,Scheduled,Economy,235.0,12,31
AD9455B,2026-04-03 06:00:00,2026-04-03 07:04:00,Scheduled,Business,587.5,12,31
AD9455F,2026-04-03 06:00:00,2026-04-03 07:04:00,Scheduled,First Class,940.0,12,31
AD9318E,2026-04-10 06:00:00,2026-04-10 07:04:00,Scheduled,Economy,294.0,12,31
AD9318B,2026-04-10 06:00:00,2026-04-10 07:04:00,Scheduled,Business,735.0,12,31
AD9318F,2026-04-10 06:00:00,2026-04-10 07:04:00,Scheduled,First Class,1176.0,12,31
AD5061E,2026-04-17 06:00:00,2026-04-17 07:04:00,Scheduled,Economy,82.0,12,31
AD5061B,2026-04-17 06:00:00,2026-04-17 07:04:00,Scheduled,Business,205.0,12,31
AD5061F,2026-04-17 06:00:00,2026-04-17 07:04:00,Scheduled,First Class,328.0,12,31
AD7366E,2026-04-24 06:00:00,2026-04-24 07:04:00,Scheduled,Economy,206.0,12,31
AD7366B,2026-04-24 06:00:00,2026-04-24 07:04:00,Scheduled,Business,515.0,12,31
AD7366F,2026-04-24 06:00:00,2026-04-24 07:04:00,Scheduled,First Class,824.0,12,31
AD2170E,2026-05-01 06:00:00,2026-05-01 07:04:00,Scheduled,Economy,80.0,12,31
AD2170B,2026-05-01 06:00:00,2026-05-01 07:04:00,Scheduled,Business,200.0,12,31
AD2170F,2026-05-01 06:00:00,2026-05-01 07:04:00,Scheduled,First Class,320.0,12,31
AD9878E,2026-05-08 06:00:00,2026-05-08 07:04:00,Scheduled,Economy,279.0,12,31
AD9878B,2026-05-08 06:00:00,2026-05-08 07:04:00,Scheduled,Business,697.5,12,31
AD9878F,2026-05-08 06:00:00,2026-05-08 07:04:00,Scheduled,First Class,1116.0,12,31
AD1929E,2026-05-15 06:00:00,2026-05-15 07:04:00,Scheduled,Economy,226.0,12,31
AD1929B,2026-05-15 06:00:00,2026-05-15 07:04:00,Scheduled,Business,565.0,12,31
AD1929F,2026-05-15 06:00:00,2026-05-15 07:04:00,Scheduled,First Class,904.0,12,31
AD7240E,2026-05-22 06:00:00,2026-05-22 07:04:00,Scheduled,Economy,57.0,12,31
AD7240B,2026-05-22 06:00:00,2026-05-22 07:04:00,Scheduled,Business,142.5,12,31
AD7240F,2026-05-22 06:00:00,2026-05-22 07:04:00,Scheduled,First Class,228.0,12,31
AD3604E,2026-05-29 06:00:00,2026-05-29 07:04:00,Scheduled,Economy,177.0,12,31
AD3604B,2026-05-29 06:00:00,2026-05-29 07:04:00,Scheduled,Business,442.5,12,31
AD3604F,2026-05-29 06:00:00,2026-05-29 07:04:00,Scheduled,First Class,708.0,12,31
AD9585E,2026-06-05 06:00:00,2026-06-05 07:04:00,Scheduled,Economy,247.0,12,31
AD9585B,2026-06-05 06:00:00,2026-06-05 07:04:00,Scheduled,Business,617.5,12,31
AD9585F,2026-06-05 06:00:00,2026-06-05 07:04:00,Scheduled,First Class,988.0,12,31
AD7462E,2026-06-12 06:00:00,2026-06-12 07:04:00,Scheduled,Economy,193.0,12,31
AD7462B,2026-06-12 06:00:00,2026-06-12 07:04:00,Scheduled,Business,482.5,12,31
AD7462F,2026-06-12 06:00:00,2026-06-12 07:04:00,Scheduled,First Class,772.0,12,31
AD8085E,2026-06-19 06:00:00,2026-06-19 07:04:00,Scheduled,Economy,188.0,12,31
AD8085B,2026-06-19 06:00:00,2026-06-19 07:04:00,Scheduled,Business,470.0,12,31
AD8085F,2026-06-19 06:00:00,2026-06-19 07:04:00,Scheduled,First Class,752.0,12,31
AD8846E,2026-03-24 06:00:00,2026-03-24 06:59:00,Scheduled,Economy,196.0,28,14
AD8846B,2026-03-24 06:00:00,2026-03-24 06:59:00,Scheduled,Business,490.0,28,14
AD8846F,2026-03-24 06:00:00,2026-03-24 06:59:00,Scheduled,First Class,784.0,28,14
AD6236E,2026-03-31 06:00:00,2026-03-31 06:59:00,Scheduled,Economy,162.0,28,14
AD6236B,2026-03-31 06:00:00,2026-03-31 06:59:00,Scheduled,Business,405.0,28,14
AD6236F,2026-03-31 06:00:00,2026-03-31 06:59:00,Scheduled,First Class,648.0,28,14
AD3298E,2026-04-07 06:00:00,2026-04-07 06:59:00,Scheduled,Economy,151.0,28,14
AD3298B,2026-04-07 06:00:00,2026-04-07 06:59:00,Scheduled,Business,377.5,28,14
AD3298F,2026-04-07 06:00:00,2026-04-07 06:59:00,Scheduled,First Class,604.0,28,14
AD8182E,2026-04-14 06:00:00,2026-04-14 06:59:00,Scheduled,Economy,176.0,28,14
AD8182B,2026-04-14 06:00:00,2026-04-14 06:59:00,Scheduled,Business,440.0,28,14
AD8182F,2026-04-14 06:00:00,2026-04-14 06:59:00,Scheduled,First Class,704.0,28,14
AD7726E,2026-04-21 06:00:00,2026-04-21 06:59:00,Scheduled,Economy,288.0,28,14
AD7726B,2026-04-21 06:00:00,2026-04-21 06:59:00,Scheduled,Business,720.0,28,14
AD7726F,2026-04-21 06:00:00,2026-04-21 06:59:00,Scheduled,First Class,1152.0,28,14
AD9265E,2026-04-28 06:00:00,2026-04-28 06:59:00,Scheduled,Economy,165.0,28,14
AD9265B,2026-04-28 06:00:00,2026-04-28 06:59:00,Scheduled,Business,412.5,28,14
AD9265F,2026-04-28 06:00:00,2026-04-28 06:59:00,Scheduled,First Class,660.0,28,14
AD8044E,2026-05-05 06:00:00,2026-05-05 06:59:00,Scheduled,Economy,67.0,28,14
AD8044B,2026-05-05 06:00:00,2026-05-05 06:59:00,Scheduled,Business,167.5,28,14
AD8044F,2026-05-05 06:00:00,2026-05-05 06:59:00,Scheduled,First Class,268.0,28,14
AD8653E,2026-05-12 06:00:00,2026-05-12 06:59:00,Scheduled,Economy,266.0,28,14
AD8653B,2026-05-12 06:00:00,2026-05-12 06:59:00,Scheduled,Business,665.0,28,14
AD8653F,2026-05-12 06:00:00,2026-05-12 06:59:00,Scheduled,First Class,1064.0,28,14
AD4082E,2026-05-19 06:00:00,2026-05-19 06:59:00,Scheduled,Economy,51.0,28,14
AD4082B,2026-05-19 06:00:00,2026-05-19 06:59:00,Scheduled,Business,127.5,28,14
AD4082F,2026-05-19 06:00:00,2026-05-19 06:59:00,Scheduled,First Class,204.0,28,14
AD4721E,2026-05-26 06:00:00,2026-05-26 06:59:00,Scheduled,Economy,271.0,28,14
AD4721B,2026-05-26 06:00:00,2026-05-26 06:59:00,Scheduled,Business,677.5,28,14
AD4721F,2026-05-26 06:00:00,2026-05-26 06:59:00,Scheduled,First Class,1084.0,28,14
AD4723E,2026-06-02 06:00:00,2026-06-02 06:59:00,Scheduled,Economy,50.0,28,14
AD4723B,2026-06-02 06:00:00,2026-06-02 06:59:00,Scheduled,Business,125.0,28,14
AD4723F,2026-06-02 06:00:00,2026-06-02 06:59:00,Scheduled,First Class,200.0,28,14
AD6189E,2026-06-09 06:00:00,2026-06-09 06:59:00,Scheduled,Economy,229.0,28,14
AD6189B,2026-06-09 06:00:00,2026-06-09 06:59:00,Scheduled,Business,572.5,28,14
AD6189F,2026-06-09 06:00:00,2026-06-09 06:59:00,Scheduled,First Class,916.0,28,14
AD4891E,2026-06-16 06:00:00,2026-06-16 06:59:00,Scheduled,Economy,232.0,28,14
AD4891B,2026-06-16 06:00:00,2026-06-16 06:59:00,Scheduled,Business,580.0,28,14
AD4891F,2026-06-16 06:00:00,2026-06-16 06:59:00,Scheduled,First Class,928.0,28,14
AD6712E,2026-03-24 06:00:00,2026-03-24 07:10:00,Scheduled,Economy,51.0,39,14
AD6712B,2026-03-24 06:00:00,2026-03-24 07:10:00,Scheduled,Business,127.5,39,14
AD6712F,2026-03-24 06:00:00,2026-03-24 07:10:00,Scheduled,First Class,204.0,39,14
AD9985E,2026-03-31 06:00:00,2026-03-31 07:10:00,Scheduled,Economy,185.0,39,14
AD9985B,2026-03-31 06:00:00,2026-03-31 07:10:00,Scheduled,Business,462.5,39,14
AD9985F,2026-03-31 06:00:00,2026-03-31 07:10:00,Scheduled,First Class,740.0,39,14
AD2456E,2026-04-07 06:00:00,2026-04-07 07:10:00,Scheduled,Economy,85.0,39,14
AD2456B,2026-04-07 06:00:00,2026-04-07 07:10:00,Scheduled,Business,212.5,39,14
AD2456F,2026-04-07 06:00:00,2026-04-07 07:10:00,Scheduled,First Class,340.0,39,14
AD9759E,2026-04-14 06:00:00,2026-04-14 07:10:00,Scheduled,Economy,207.0,39,14
AD9759B,2026-04-14 06:00:00,2026-04-14 07:10:00,Scheduled,Business,517.5,39,14
